,Mu,R_EX_o2_e
0,0.3404892683029175,14.166762660164737
1,0.3413877487182617,12.69750109408097
2,0.26610374450683594,12.451299344170218
3,0.2898406982421875,11.580846232995574
4,0.33509838581085205,12.560560973370064
5,0.3243166208267212,12.607100555636057
6,0.31295299530029297,13.062990695238932
7,0.33240294456481934,9.034632396276633
8,0.31295299530029297,11.648580725833595
9,0.30545711517333984,13.026396267334572
10,0.3216211795806885,8.84482022443255
11,0.3117036819458008,12.813458939168644
12,0.35666191577911377,9.475975577098025
13,0.3755300045013428,9.819092783586157
14,0.29671192169189453,13.099749710608386
15,0.338692307472229,9.179779075938129
16,0.32341814041137695,8.88207567673288
17,0.3173255920410156,13.328932327846527
18,0.29421329498291016,12.640218678585171
19,0.3368953466415405,9.128587581133647
20,0.31607627868652344,8.73837967460703
21,0.3476771116256714,9.328490739089672
22,0.37283456325531006,9.761786067735516
23,0.2923393249511719,12.370543576012833
24,0.35576343536376953,9.432332572267415
25,0.3117036819458008,13.51587924283957
26,0.3117036819458008,8.679237609644632
27,0.3243166208267212,13.780716360720994
28,0.4042813777923584,10.386905340626775
29,0.3297075033187866,9.03550383324345
30,0.3665452003479004,9.661722833634059
31,0.3017091751098633,13.056457244782587
32,0.3123283386230469,13.163223528413395
33,0.2492380142211914,11.555534737794854
34,0.31982421875,13.16736341547335
35,0.32072269916534424,8.8295648819684
36,0.32611358165740967,13.543528926157874
37,0.33060598373413086,8.990220982464777
38,0.35396647453308105,9.40422049691378
39,0.3216211795806885,13.529148448908623
40,0.3079557418823242,8.612042839362278
41,0.3085803985595703,8.62796577726628
42,0.32072269916534424,13.429787469089908
43,0.38631176948547363,10.022635863507647
44,0.3521695137023926,10.87295485396541
45,0.3297075033187866,13.629277385655286
46,0.35845887660980225,9.521671759270596
47,0.2985858917236328,13.209879344525048
48,0.3548649549484253,9.436788879141064
49,0.34228622913360596,13.509239607871498
50,0.3288090229034424,10.8680726000503
51,0.27609825134277344,12.273618982004558
52,0.32791054248809814,12.175883230574412
53,0.3085803985595703,12.321975755760187
54,0.31982421875,13.235201144770906
55,0.27547359466552734,12.37212570281822
56,0.2973365783691406,12.834329002249786
57,0.2973365783691406,12.412807284744495
58,0.29296398162841797,12.770968556048556
59,0.3404892683029175,9.195723331112017
60,0.3431847095489502,9.225918725151086
61,0.31357765197753906,13.148030674562198
62,0.3602558374404907,10.217880003080953
63,0.29421329498291016,13.073958227449193
64,0.2992105484008789,11.182925268749853
65,0.27484893798828125,12.149886920250554
66,0.3179502487182617,13.144335886181254
67,0.299835205078125,13.040714464844351
68,0.3413877487182617,13.046524876866357
69,0.2992105484008789,12.98665107568566
70,0.3476771116256714,9.34001865532011
71,0.29296398162841797,12.759913368650373
72,0.29296398162841797,12.572606332460484
73,0.2979612350463867,9.619537713018294
74,0.3085803985595703,12.386573561511518
75,0.32341814041137695,9.044154519428165
76,0.32072269916534424,13.573472621584234
77,0.2817201614379883,12.359504975063224
78,0.3270120620727539,13.447187758452756
79,0.3431847095489502,9.617912572973506
80,0.3243166208267212,13.275546120578513
81,0.30670642852783203,12.824654066542667
82,0.2898406982421875,12.555394167578472
83,0.3085803985595703,13.149410718186727
84,0.3881087303161621,10.07571972307244
85,0.33959078788757324,10.332093296966368
86,0.30295848846435547,8.552200303802774
87,0.33779382705688477,9.11750393955166
88,0.3117036819458008,11.639594752659848
89,0.3333014249801636,9.043449750698182
90,0.3710376024246216,9.741044393804444
91,0.3548649549484253,9.45815656037995
92,0.2904653549194336,12.670879348237968
93,0.2885913848876953,12.96251030837378
94,0.3073310852050781,8.611550787878233
95,0.3225196599960327,11.346775897986054
96,0.3225196599960327,8.897403242690277
97,0.36115431785583496,9.590069622391631
98,0.31982421875,13.621153621945403
99,0.3458801507949829,12.385237976161713
100,0.2892160415649414,12.655019709259896
101,0.3092050552368164,13.069813789497328
102,0.3404892683029175,9.17425243130863
103,0.28484344482421875,12.483664254452805
104,0.3225196599960327,13.776583640453858
105,0.31670093536376953,13.318519479020697
106,0.3521695137023926,10.205504653675012
107,0.32611358165740967,8.941385364832682
108,0.3368953466415405,13.708778674042525
109,0.3098297119140625,13.440339485955878
110,0.31982421875,13.452888098653693
111,0.3333014249801636,13.657268338636964
112,0.3123283386230469,13.134842522428393
113,0.3225196599960327,8.873636996837705
114,0.3179502487182617,10.03712391573044
115,0.3548649549484253,9.44825952828394
116,0.30295848846435547,11.80303564202799
117,0.32791054248809814,8.969114302688112
118,0.3243166208267212,8.87481966761028
119,0.3431847095489502,12.787700488371208
120,0.27984619140625,9.37648265449918
121,0.36834216117858887,9.682558437650417
122,0.30608177185058594,13.102922026045956
123,0.3216211795806885,13.08045161239287
124,0.3647482395172119,9.583686187955319
125,0.2910900115966797,12.492570249806363
126,0.31545162200927734,13.53275325073381
127,0.3017091751098633,12.965050099429856
128,0.35127103328704834,13.665129277616485
129,0.3092050552368164,13.053312228849078
130,0.3079557418823242,12.97665406710437
131,0.33240294456481934,9.55391454682862
132,0.32072269916534424,12.959294359059742
133,0.3404892683029175,9.180162299965957
134,0.338692307472229,13.272689253784966
