,Mu_WT,WT_param_value,Relative_param_change,Absolute_param_change,Upper_Mu,Lower_Mu,Mu_change,Absolute_Sensitivity,Scaled_Sensitivity
Eeno_enzyme_forward_efficiency,0.32049357891082764,151928.1612,0.01,1519.281612,0.3205055674255277,0.3204813530510364,2.421437449129371e-05,7.96902111499185e-09,0.003777669208472814
Etdh_enzyme_forward_efficiency,0.32049357891082764,19760.0428,0.01,197.600428,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EacpS_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EargD_enzyme_backward_efficiency,0.32049357891082764,13722.9394,0.01,137.22939399999998,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Edxs_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
This_enzyme_backward_efficiency,0.32049357891082764,210725.0892,0.01,2107.250892,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EargG_enzyme_forward_efficiency,0.32049357891082764,5731.4268,0.01,57.314268000000006,0.3204970620603689,0.32048998756451397,7.074495854908491e-06,6.171670773941045e-08,0.0011036876119251144
EmurG_enzyme_forward_efficiency,0.32049357891082764,94964.6014,0.01,949.646014,0.3204974670777574,0.3204895290947718,7.937982985595227e-06,4.17944311278667e-09,0.001238399691590053
Ee16_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Eo17_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Enar_enzyme_forward_efficiency,0.32049357891082764,428075.5745,0.01,4280.755745,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhemC_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EmalS_enzyme_backward_efficiency,0.32049357891082764,20606.9509,0.01,206.069509,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EdapA_enzyme_backward_efficiency,0.32049357891082764,53964.3896,0.01,539.643896,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Elpg_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhprT2_enzyme_backward_efficiency,0.32049357891082764,511.6565,0.01,5.1165650000000005,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EaroD_enzyme_forward_efficiency,0.32049357891082764,161703.0755,0.01,1617.030755,0.32049374091778304,0.32049342608758025,3.148302027966565e-07,9.734824208605003e-11,4.9116460283944276e-05
EserB_enzyme_forward_efficiency,0.32049357891082764,54892.77,0.01,548.9277,0.3204947939629932,0.3204922799132248,2.514049768365112e-06,2.2899643872636705e-09,0.0003922153100397383
EiolC_enzyme_forward_efficiency,0.32049357891082764,8464.7729,0.01,84.647729,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EgpsA2_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.3204950369734263,0.32049357891082764,1.4580625986582163e-06,3.649149669900571e-09,0.0002274714213640922
TpyrP_enzyme_backward_efficiency,0.32049357891082764,372530.9854,0.01,3725.309854,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EguaC_enzyme_backward_efficiency,0.32049357891082764,22124.2823,0.01,221.242823,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EaroA_enzyme_backward_efficiency,0.32049357891082764,2015.6392,0.01,20.156392,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Tno2b_efficiency,0.32049357891082764,396366.27268518513,0.01,3963.6627268518514,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Endk3_enzyme_forward_efficiency,0.32049357891082764,751.3702,0.01,7.513701999999999,0.32049430794212697,0.3204928147945907,1.4931475362800484e-06,9.936164198953116e-08,0.00023294500023282735
EproI_enzyme_backward_efficiency,0.32049357891082764,947188.9647,0.01,9471.889647,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EtrpF_enzyme_backward_efficiency,0.32049357891082764,40037.2897,0.01,400.372897,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Tno2_efficiency,0.32049357891082764,0.0,0.01,0.0,0.32049357891082764,0.32049357891082764,0.0,,0.0
Epyc_enzyme_backward_efficiency,0.32049357891082764,71475.5512,0.01,714.7555120000001,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EnadD_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EgpsA1_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EiolD_enzyme_forward_efficiency,0.32049357891082764,8464.7729,0.01,84.647729,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
TglnT_enzyme_backward_efficiency,0.32049357891082764,428075.5745,0.01,4280.755745,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EmleA_enzyme_backward_efficiency,0.32049357891082764,2833271.2362,0.01,28332.712362000002,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Etkt2_enzyme_backward_efficiency,0.32049357891082764,13501.9895,0.01,135.019895,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhisA_enzyme_backward_efficiency,0.32049357891082764,71539.0048,0.01,715.390048,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EphoA_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EsodA_enzyme_forward_efficiency,0.32049357891082764,2734.5064,0.01,27.345064000000004,0.32050921258202436,0.32047760888147536,3.160370054899886e-05,5.778684692235289e-07,0.004930473280681872
EthiN_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EbioB_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Efba_enzyme_backward_efficiency,0.32049357891082764,62022.4449,0.01,620.224449,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhemY_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Es18_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Ealr_enzyme_forward_efficiency,0.32049357891082764,9603.0093,0.01,96.030093,0.3204944699490824,0.3204926619713433,1.8079777390767049e-06,9.413599854978299e-09,0.00028206146051677164
EtrpC_enzyme_backward_efficiency,0.32049357891082764,311167.8556,0.01,3111.6785560000003,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EthiL_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
ErocA_enzyme_forward_efficiency,0.32049357891082764,9444.7369,0.01,94.447369,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EnasDE_enzyme_backward_efficiency,0.32049357891082764,19760.0428,0.01,197.600428,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Ebkd3_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhemL_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EgcaD2_enzyme_backward_efficiency,0.32049357891082764,43413.8058,0.01,434.138058,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EmurB_enzyme_backward_efficiency,0.32049357891082764,5115.4175,0.01,51.154174999999995,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EmetS_enzyme_forward_efficiency,0.32049357891082764,11088.7461,0.01,110.887461,0.3204953609873371,0.32049174503185895,3.6159554781534098e-06,1.630461841918001e-08,0.0005641229210335433
Targ2_enzyme_backward_efficiency,0.32049357891082764,179469.1843,0.01,1794.691843,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EpurEK_enzyme_forward_efficiency,0.32049357891082764,20943.4112,0.01,209.434112,0.3204947129595155,0.3204924327364722,2.2802230432716897e-06,5.443771841885265e-09,0.00035573615094268803
EguaB_enzyme_forward_efficiency,0.32049357891082764,3292.0612,0.01,32.920612,0.32049657603950266,0.32049052244587983,6.053593622823428e-06,9.194230081177452e-08,0.0009444173021182035
EnadB_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049365991430534,0.32049350249920394,1.5741510139832826e-07,3.9396886377422715e-10,2.4558230141972138e-05
EilvC1_enzyme_backward_efficiency,0.32049357891082764,2925.0585,0.01,29.250585,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EserS_enzyme_backward_efficiency,0.32049357891082764,30973.537,0.01,309.73537,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Eupp_enzyme_backward_efficiency,0.32049357891082764,511.6565,0.01,5.1165650000000005,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
TfruLev_efficiency,0.32049357891082764,0.0,0.01,0.0,0.32049357891082764,0.32049357891082764,0.0,,0.0
Tser_enzyme_backward_efficiency,0.32049357891082764,1015577.7276,0.01,10155.777276,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EfruB_enzyme_backward_efficiency,0.32049357891082764,8464.7729,0.01,84.647729,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhisJ_enzyme_backward_efficiency,0.32049357891082764,50274.5502,0.01,502.745502,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhemB_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EglpD_enzyme_backward_efficiency,0.32049357891082764,283898.9867,0.01,2838.9898670000002,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Expt_enzyme_backward_efficiency,0.32049357891082764,511.6565,0.01,5.1165650000000005,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EproS_enzyme_forward_efficiency,0.32049357891082764,21092.466,0.01,210.92466000000002,0.3204945509525601,0.3204925091480959,2.041804464170127e-06,4.840127427893275e-09,0.00031854061961382186
EnagB_enzyme_forward_efficiency,0.32049357891082764,20171.206,0.01,201.71205999999998,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EiolG_enzyme_forward_efficiency,0.32049357891082764,8464.7729,0.01,84.647729,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EyitJ_enzyme_forward_efficiency,0.32049357891082764,14760.0135,0.01,147.600135,0.3204947129595155,0.3204924327364722,2.2802230432716897e-06,7.724325737478796e-09,0.00035573615094268803
Tack_enzyme_backward_efficiency,0.32049357891082764,170163.7185,0.01,1701.6371849999998,0.32051358676982034,0.32047310059567735,4.0486174142984055e-05,1.1896241601873568e-08,0.006316222353123759
EtagF_enzyme_backward_efficiency,0.32049357891082764,4696.6285,0.01,46.966285,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Ebkd2_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EpurD_enzyme_forward_efficiency,0.32049357891082764,8568.7852,0.01,85.687852,0.3204956850012479,0.3204914393853642,4.245615883746723e-06,2.4773732709198513e-08,0.0006623558416014319
Ttyr_efficiency,0.32049357891082764,0.0,0.01,0.0,0.32049357891082764,0.32049357891082764,0.0,,0.0
EhisD1_enzyme_backward_efficiency,0.32049357891082764,103914.3199,0.01,1039.143199,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EfolC_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Epdp2_enzyme_backward_efficiency,0.32049357891082764,511.6565,0.01,5.1165650000000005,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Egtp_enzyme_forward_efficiency,0.32049357891082764,494651.8391,0.01,4946.518391,0.32049422693864926,0.3204928912062144,1.3357324348817201e-06,1.3501743340447638e-10,0.00020838677009085523
EserA_enzyme_forward_efficiency,0.32049357891082764,45289.5582,0.01,452.895582,0.32049617102211414,0.3204909045039983,5.266518115831786e-06,5.814274112119498e-09,0.0008216261514083428
Ecxx_enzyme_forward_efficiency,0.32049357891082764,22545.4005,0.01,225.454005,0.32049398392821615,0.32049312044108547,8.634871306867353e-07,1.91499621106029e-09,0.0001347120796649388
EcitG_enzyme_backward_efficiency,0.32049357891082764,161908.4817,0.01,1619.0848170000002,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhisD1_enzyme_forward_efficiency,0.32049357891082764,103914.3199,0.01,1039.143199,0.32049365991430534,0.32049350249920394,1.5741510139832826e-07,7.574273764665626e-11,2.4558230141972138e-05
Endh_enzyme_forward_efficiency,0.32049357891082764,2734113.5492,0.01,27341.135491999998,0.3204953609873371,0.32049174503185895,3.6159554781534098e-06,6.612665152863598e-11,0.0005641229210335433
TaraPQ_enzyme_backward_efficiency,0.32049357891082764,333506.6105,0.01,3335.0661050000003,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EmccA_enzyme_backward_efficiency,0.32049357891082764,21291.3287,0.01,212.913287,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhemA_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EdapF_enzyme_forward_efficiency,0.32049357891082764,247153.9856,0.01,2471.5398560000003,0.32049365991430534,0.32049342608758025,2.3382672509342228e-07,4.730385482673403e-11,3.647915909705026e-05
TbioY_enzyme_backward_efficiency,0.32049357891082764,372530.9854,0.01,3725.309854,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Eudk1_enzyme_backward_efficiency,0.32049357891082764,511.6565,0.01,5.1165650000000005,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EpgcA_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EmenC_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Etdh_enzyme_backward_efficiency,0.32049357891082764,19760.0428,0.01,197.600428,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EnadC_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Taloi_efficiency,0.32049357891082764,0.0,0.01,0.0,0.32049357891082764,0.32049357891082764,0.0,,0.0
EpurC_enzyme_forward_efficiency,0.32049357891082764,18545.4407,0.01,185.454407,0.32049414593517156,0.3204929676178381,1.1783173334833918e-06,3.1768383198448117e-09,0.00018382853994888308
EiolA_enzyme_forward_efficiency,0.32049357891082764,8464.7729,0.01,84.647729,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
ErocD_enzyme_forward_efficiency,0.32049357891082764,10382.7614,0.01,103.827614,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EmtrA_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhisB_enzyme_forward_efficiency,0.32049357891082764,50274.5502,0.01,502.745502,0.32049365991430534,0.32049350249920394,1.5741510139832826e-07,1.5655545476996458e-10,2.4558230141972138e-05
EmtrA_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Edgk_enzyme_backward_efficiency,0.32049357891082764,511.6565,0.01,5.1165650000000005,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Epdh_enzyme_forward_efficiency,0.32049357891082764,107348.389,0.01,1073.48389,0.3205374017922651,0.320448878110966,8.852368129907973e-05,4.1231956121428024e-08,0.013810523380830362
EmtnX_enzyme_backward_efficiency,0.32049357891082764,511.6565,0.01,5.1165650000000005,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EugtP2_enzyme_forward_efficiency,0.32049357891082764,19760.0428,0.01,197.600428,0.32049357891082764,0.32049350249920394,7.641162369509402e-08,1.933488314486192e-10,1.1920928955078125e-05
Tcyd_enzyme_backward_efficiency,0.32049357891082764,428075.5745,0.01,4280.755745,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EyfkN7_enzyme_backward_efficiency,0.32049357891082764,511.6565,0.01,5.1165650000000005,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EdapA_enzyme_forward_efficiency,0.32049357891082764,53964.3896,0.01,539.643896,0.32049406493169386,0.32049312044108547,9.444906083899696e-07,8.751054309988614e-10,0.0001473493808518328
EpyrG_enzyme_forward_efficiency,0.32049357891082764,32728.856,0.01,327.28856,0.32049382192126075,0.32049327326433286,5.486569278900788e-07,8.381853125115018e-10,8.559561938099453e-05
Edgk_enzyme_forward_efficiency,0.32049357891082764,511.6565,0.01,5.1165650000000005,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EmetA_enzyme_backward_efficiency,0.32049357891082764,155346.8704,0.01,1553.4687040000001,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Eure_enzyme_backward_efficiency,0.32049357891082764,8255.4952,0.01,82.554952,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhemN_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Tcyd_enzyme_forward_efficiency,0.32049357891082764,428075.5745,0.01,4280.755745,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
TribU_enzyme_backward_efficiency,0.32049357891082764,372530.9854,0.01,3725.309854,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
TnagP_enzyme_backward_efficiency,0.32049357891082764,1334026.4422,0.01,13340.264422,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EpanD_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EputB_enzyme_forward_efficiency,0.32049357891082764,29664.2055,0.01,296.642055,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Tgly_efficiency,0.32049357891082764,0.0,0.01,0.0,0.32049357891082764,0.32049357891082764,0.0,,0.0
Esat_enzyme_forward_efficiency,0.32049357891082764,8948.825,0.01,89.48825000000001,0.3204949559699486,0.32049212708997743,2.8288799711617685e-06,1.5805873794390705e-08,0.0004413317703236826
Tpan_efficiency,0.32049357891082764,0.0,0.01,0.0,0.32049357891082764,0.32049357891082764,0.0,,0.0
EtrpC_enzyme_forward_efficiency,0.32049357891082764,311167.8556,0.01,3111.6785560000003,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Tact_enzyme_backward_efficiency,0.32049357891082764,125899.2848,0.01,1258.9928479999999,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Tcta_enzyme_forward_efficiency,0.32049357891082764,281876.1573,0.01,2818.761573,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Tdguo_efficiency,0.32049357891082764,0.0,0.01,0.0,0.32049357891082764,0.32049357891082764,0.0,,0.0
EthiD2_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EpheA_enzyme_backward_efficiency,0.32049357891082764,42638.08,0.01,426.3808,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EalaT_enzyme_backward_efficiency,0.32049357891082764,498859.7753,0.01,4988.597753,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
TgutP_efficiency,0.32049357891082764,0.0,0.01,0.0,0.32049357891082764,0.32049357891082764,0.0,,0.0
EglpD_enzyme_forward_efficiency,0.32049357891082764,283898.9867,0.01,2838.9898670000002,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
TmanP_enzyme_backward_efficiency,0.32049357891082764,1334026.4422,0.01,13340.264422,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EcomEB_enzyme_backward_efficiency,0.32049357891082764,91368.0918,0.01,913.680918,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EspeD_enzyme_forward_efficiency,0.32049357891082764,511.6565,0.01,5.1165650000000005,0.32049390292473845,0.32049319685270916,7.060720292884071e-07,6.899863768841078e-08,0.00011015384952296668
Eglt_enzyme_forward_efficiency,0.32049357891082764,461748.8962,0.01,4617.488962,0.3205005452099101,0.320486472629824,1.4072580086121889e-05,1.5238347294312263e-09,0.0021954542948951507
EcarAB_enzyme_backward_efficiency,0.32049357891082764,198052.7262,0.01,1980.527262,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EribH_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhemY_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EytsJ_enzyme_forward_efficiency,0.32049357891082764,13892.3761,0.01,138.92376099999998,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EpurM_enzyme_backward_efficiency,0.32049357891082764,38365.2405,0.01,383.652405,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EaroA_enzyme_forward_efficiency,0.32049357891082764,2015.6392,0.01,20.156392,0.320507673515948,0.32047921352557296,2.8459990375040434e-05,7.059792837686535e-07,0.004440025050074246
EytiB_enzyme_forward_efficiency,0.32049357891082764,227033.4946,0.01,2270.334946,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhprT1_enzyme_forward_efficiency,0.32049357891082764,511.6565,0.01,5.1165650000000005,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EcoaX_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhutG_enzyme_backward_efficiency,0.32049357891082764,19760.0428,0.01,197.600428,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EpX_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EaroF_enzyme_forward_efficiency,0.32049357891082764,9989.8756,0.01,99.89875599999999,0.32049673804645806,0.32049036962263244,6.368423825620084e-06,3.187439003554802e-08,0.0009935337624021477
TcimH2_efficiency,0.32049357891082764,0.0,0.01,0.0,0.32049357891082764,0.32049357891082764,0.0,,0.0
EhemN_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Eadk_enzyme_backward_efficiency,0.32049357891082764,316690.1218,0.01,3166.9012180000004,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EmraY_enzyme_forward_efficiency,0.32049357891082764,20171.206,0.01,201.71205999999998,0.3205101036202791,0.320476691941991,3.3411678288075564e-05,8.282022970782105e-08,0.005212534741198644
EpyrE_enzyme_forward_efficiency,0.32049357891082764,50288.2385,0.01,502.882385,0.32049374091778304,0.32049342608758025,3.148302027966565e-07,3.130256817373475e-10,4.9116460283944276e-05
EnasDE_enzyme_forward_efficiency,0.32049357891082764,19760.0428,0.01,197.600428,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
TgntP_enzyme_backward_efficiency,0.32049357891082764,444675.4807,0.01,4446.754807,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EilvC2_enzyme_forward_efficiency,0.32049357891082764,4921.3273,0.01,49.213273,0.3205047573907507,0.3204821171672734,2.2640223477310428e-05,2.3002151754172526e-07,0.0035320869070530926
EtreA_enzyme_backward_efficiency,0.32049357891082764,8464.7729,0.01,84.647729,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EfolD3_enzyme_forward_efficiency,0.32049357891082764,80512.5798,0.01,805.125798,0.32049398392821615,0.32049319685270916,7.870755069916413e-07,4.887903908599146e-10,0.00012279115070986069
EhepTS4_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EpurF_enzyme_forward_efficiency,0.32049357891082764,20669.9019,0.01,206.69901900000002,0.3204945509525601,0.3204925091480959,2.041804464170127e-06,4.939076329554634e-09,0.00031854061961382186
EispA2_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EguaD_enzyme_forward_efficiency,0.32049357891082764,19760.0428,0.01,197.600428,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Egnd_enzyme_forward_efficiency,0.32049357891082764,49342.6624,0.01,493.426624,0.32049609001863644,0.320490980915622,5.109103014433458e-06,5.177165930991047e-09,0.0007970679212663705
EhepTS2_enzyme_forward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhisHF_enzyme_backward_efficiency,0.32049357891082764,86193.3556,0.01,861.933556,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
TfruA_enzyme_backward_efficiency,0.32049357891082764,1334026.4422,0.01,13340.264422,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
ElicH1_enzyme_backward_efficiency,0.32049357891082764,8464.7729,0.01,84.647729,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EtrpF_enzyme_forward_efficiency,0.32049357891082764,40037.2897,0.01,400.372897,0.32049357891082764,0.32049350249920394,7.641162369509402e-08,9.542556984706936e-11,1.1920928955078125e-05
TglnT_efficiency,0.32049357891082764,0.0,0.01,0.0,0.32049357891082764,0.32049357891082764,0.0,,0.0
EribD2_enzyme_backward_efficiency,0.32049357891082764,19978.1145,0.01,199.781145,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EhutI_enzyme_forward_efficiency,0.32049357891082764,19760.0428,0.01,197.600428,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Edra_enzyme_backward_efficiency,0.32049357891082764,753.0404,0.01,7.530404,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EthyB_enzyme_forward_efficiency,0.32049357891082764,185435.0037,0.01,1854.3500370000002,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Ecmk4_enzyme_forward_efficiency,0.32049357891082764,29337.9621,0.01,293.379621,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EdhbB_enzyme_forward_efficiency,0.32049357891082764,19760.0428,0.01,197.600428,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EaraA_enzyme_backward_efficiency,0.32049357891082764,8464.7729,0.01,84.647729,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Epdp1_enzyme_backward_efficiency,0.32049357891082764,511.6565,0.01,5.1165650000000005,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EnagB_enzyme_backward_efficiency,0.32049357891082764,20171.206,0.01,201.71205999999998,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EgapB_enzyme_forward_efficiency,0.32049357891082764,49181.0848,0.01,491.81084799999996,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
Targ_enzyme_backward_efficiency,0.32049357891082764,358938.3686,0.01,3589.383686,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
EglpX_enzyme_backward_efficiency,0.32049357891082764,62139.3304,0.01,621.3933040000001,0.32049357891082764,0.32049357891082764,0.0,0.0,0.0
